mac_timestamp,esp32_ms,ax,ay,az,gx,gy,gz
1778267523.806277,1387229,-4.25,3.83,6.59,-6.35,5.30,-6.35
1778267523.8077085,1387251,-4.33,3.96,6.48,-10.96,4.79,-11.47
1778267523.8654814,1387273,-4.59,3.46,6.80,-12.86,2.63,-15.62
1778267523.867955,1387295,-4.81,3.29,6.80,-9.05,2.49,-16.40
1778267523.8701682,1387317,-4.64,3.74,6.76,-6.47,2.71,-20.37
1778267523.9256592,1387339,-4.79,3.72,6.30,-8.02,2.20,-26.05
1778267523.9271545,1387361,-4.68,3.15,6.94,-7.75,4.79,-25.52
1778267523.9277718,1387383,-4.62,2.99,6.97,-8.37,9.02,-23.78
1778267523.9859848,1387405,-4.56,2.85,7.09,-5.37,14.56,-21.99
1778267523.987207,1387427,-4.16,2.95,6.92,-6.56,25.89,-21.90
1778267523.988231,1387449,-4.21,2.74,6.85,-4.86,41.39,-26.22
1778267524.0457888,1387471,-4.39,2.95,7.00,-2.79,57.91,-26.89
1778267524.0470045,1387493,-4.62,3.19,6.67,-3.59,80.00,-35.20
1778267524.1060247,1387515,-4.37,3.12,6.45,-7.68,106.34,-44.47
1778267524.1074483,1387537,-4.71,2.97,6.62,-10.19,141.80,-55.47
1778267524.1084042,1387559,-4.90,3.98,7.76,-20.23,193.40,-81.07
1778267524.166557,1387581,-5.47,3.99,6.69,-46.85,250.05,-131.56
1778267524.167969,1387603,-6.22,6.33,5.87,-72.40,250.13,-205.31
1778267524.1688263,1387625,-13.09,7.30,6.48,-192.56,250.13,-250.14
1778267524.226668,1387647,-19.62,2.95,14.34,-184.02,250.13,-250.14
1778267524.228058,1387669,-19.62,6.24,13.71,-189.15,250.13,-250.14
1778267524.2872183,1387691,-19.62,18.14,19.25,-162.79,194.25,-250.14
1778267524.289527,1387713,-7.50,19.62,19.62,-104.81,23.10,-147.10
1778267524.2905705,1387735,-16.34,16.28,19.62,-96.42,-83.26,-14.88
1778267524.3463073,1387757,-2.30,8.39,5.43,88.02,-123.03,93.56
1778267524.347783,1387779,-0.56,5.36,3.80,86.47,-173.46,102.23
1778267524.3492458,1387801,-0.00,3.38,1.37,92.21,-188.09,92.37
1778267524.4083252,1387823,-1.48,3.07,2.55,126.75,-188.88,101.15
1778267524.4103413,1387845,-3.04,4.68,3.53,162.13,-192.65,140.21
1778267524.4118187,1387867,-4.61,5.06,3.69,169.47,-194.74,176.37
1778267524.4670813,1387889,-6.40,4.50,4.88,169.69,-196.00,205.04
1778267524.4689653,1387911,-8.21,3.33,6.81,191.07,-192.79,225.39
1778267524.5263968,1387933,-10.41,3.64,8.34,224.56,-186.51,241.57
1778267524.5275955,1387955,-13.54,4.85,10.20,247.66,-179.44,250.13
1778267524.5285027,1387977,-17.73,6.89,10.42,233.53,-165.50,250.13
1778267524.585817,1387999,-19.62,4.52,11.04,189.79,-108.51,250.13
1778267524.5869148,1388021,-19.62,-1.34,12.47,168.44,-68.11,250.13
1778267524.5878754,1388043,-19.62,-11.22,10.67,191.43,-63.38,250.13
1778267524.6453125,1388065,-19.62,-19.62,0.32,220.38,-63.70,215.67
1778267524.7061746,1388087,-19.62,-19.62,-3.29,248.62,39.58,136.39
1778267524.7074158,1388109,-19.62,-14.15,-5.03,-2.29,66.93,-21.16
1778267524.7083397,1388131,-0.29,19.62,10.17,-250.14,105.80,-250.14
1778267524.7091033,1388153,-9.30,-5.72,2.91,-250.14,-51.76,-250.14
1778267524.7664058,1388175,-10.17,-3.13,19.62,-218.84,64.72,-164.68
1778267524.7680523,1388197,-13.12,2.49,14.32,-154.14,-32.30,-70.98
1778267524.7697716,1388219,-3.76,1.99,6.79,-146.86,-44.87,-37.26
1778267524.826073,1388241,-5.95,4.59,6.44,-89.66,-32.90,-36.90
1778267524.8272898,1388263,-5.42,2.34,8.40,-49.46,-24.92,-23.40
1778267524.8280802,1388285,-4.66,2.09,8.29,-9.53,-8.35,-9.00
1778267524.8871284,1388307,-4.46,3.42,6.82,-3.15,-1.25,-4.23
1778267524.8887753,1388329,-4.33,4.04,6.23,-2.18,0.11,-4.63
1778267524.9459732,1388351,-4.28,3.77,6.58,-6.54,0.87,-6.73
1778267524.947914,1388373,-4.23,3.80,6.47,-8.45,1.97,-9.69
1778267524.9486587,1388395,-4.46,3.87,6.36,-12.02,0.18,-14.65
1778267525.066605,1388417,-4.58,3.43,6.65,-12.40,-1.45,-18.31
1778267525.0680406,1388439,-4.69,3.76,6.27,-12.34,-0.99,-21.02
1778267525.069373,1388461,-4.76,3.31,6.76,-7.37,4.79,-18.86
